#{"t_start": 1768050674.0728588, "env_id": "None"}
r,l,t
437.3874,55,288.269207
437.3972,55,288.34117
427.3414,55,288.423148
437.3874,55,288.50636
384.5408,55,288.579031
437.397,55,288.651931
437.3414,55,288.725124
437.3874,55,288.804234
437.3414,55,288.88659
334.9997,56,288.962996
437.3414,55,289.040822
427.2631,55,289.122734
437.4657,55,289.194966
437.2632,55,289.279727
437.3873,55,289.351942
437.3416,55,289.424352
437.3873,55,289.502293
437.3415,55,289.579045
384.4623,55,289.654035
437.2631,55,289.739448
437.4656,55,289.815268
427.4656,55,289.882577
427.3414,55,289.953017
437.3969,55,290.029652
427.4658,55,290.100749
437.4655,55,290.169502
437.4657,55,290.234705
427.3415,55,290.300198
437.3414,55,290.366864
427.3874,55,290.440378
437.3416,55,290.50824
427.3875,55,290.580045
437.3416,55,290.642808
370.8033,55,290.709253
427.4659,55,290.775999
437.3873,55,290.84259
437.2632,55,290.908
427.4657,55,290.973489
374.4623,55,291.036855
437.2632,55,291.102212
334.7455,56,291.170672
385.8033,55,291.23563
437.3873,55,291.301125
437.3969,55,291.369873
422.3415,55,291.435404
437.3969,55,291.502415
437.2729,55,291.568261
437.3873,55,291.632181
383.8904,55,291.700909
324.9214,56,291.769281
384.4622,55,291.837678
437.3874,55,291.904285
437.2633,55,291.972994
437.3873,55,292.037393
437.4658,55,292.102813
437.4657,55,292.176021
427.2634,55,292.24535
374.4163,55,292.313686
437.3873,55,292.376846
437.4659,55,292.44381
427.3875,55,292.508873
437.3874,55,292.577924
427.3873,55,292.646958
437.3414,55,292.714072
427.3415,55,292.803396
384.5407,55,292.900745
437.4657,55,292.984849
437.4657,55,293.054226
427.2173,55,293.125743
437.3415,55,293.191246
437.3969,55,293.257294
374.5405,55,293.324088
437.3413,55,293.387925
427.3414,55,293.457858
385.6886,55,293.523295
437.3873,55,293.5906
374.3401,55,293.657974
437.397,55,293.724496
384.4625,55,293.802971
437.4659,55,293.870186
437.3873,55,293.945846
437.3873,55,294.019831
427.4657,55,294.093102
437.3873,55,294.170107
427.2631,55,294.242805
437.3875,55,294.313826
437.3874,55,294.382323
427.3873,55,294.453793
375.7573,55,294.524364
437.3968,55,294.592656
437.3875,55,294.663092
427.4657,55,294.741121
334.7455,56,294.810019
427.4657,55,294.886911
375.6886,55,294.956993
427.3873,55,295.028678
385.8032,55,295.102191
324.6671,56,295.188287
437.3415,55,295.264072
427.3873,55,295.351753
437.2633,55,295.422575
437.3874,55,295.497416
437.4657,55,295.568656
437.3415,55,295.638297
437.3968,55,295.705187
437.3415,55,295.771991
437.3874,55,295.838519
427.3971,55,295.908925
437.3874,55,295.989293
437.3874,55,296.076275
374.2944,55,296.150192
427.3874,55,296.220231
437.4657,55,296.288487
374.4623,55,296.355763
437.4655,55,296.487384
437.3415,55,296.576912
427.3415,55,296.653938
437.4656,55,296.730131
437.3873,55,296.803846
437.1059,55,296.885977
437.4657,55,296.95483
427.3415,55,297.02363
437.3416,55,297.09344
437.3415,55,297.168952
437.3873,55,297.239177
437.4657,55,297.308131
437.3873,55,297.380155
422.3415,55,297.454089
437.2632,55,297.529091
384.4165,55,297.60292
427.4657,55,297.678753
437.3873,55,297.746926
437.3415,55,297.818978
427.4658,55,297.900757
437.3416,55,297.981936
427.2633,55,298.052375
437.4658,55,298.117579
437.4658,55,298.183092
437.4656,55,298.260201
437.3416,55,298.330883
437.3874,55,298.404823
437.3969,55,298.476134
384.4622,55,298.542849
437.397,55,298.607859
427.3873,55,298.675158
437.3414,55,298.74151
437.3415,55,298.805231
384.4623,55,298.874086
437.3972,55,298.94143
437.4657,55,299.006104
427.3874,55,299.073884
384.338,55,299.143312
427.3415,55,299.210651
427.3416,55,299.275759
437.3874,55,299.34768
437.4658,55,299.414923
437.4658,55,299.483131
437.3968,55,299.551976
437.4657,55,299.616735
437.3874,55,299.681042
385.8033,55,299.751625
437.4657,55,299.817781
437.3873,55,299.881924
437.3415,55,299.947503
384.4622,55,300.013738
437.3875,55,300.079836
437.3414,55,300.149915
384.338,55,300.234712
437.3875,55,300.313161
427.3968,55,300.379907
437.3874,55,300.447857
427.3874,55,300.513795
427.3873,55,300.581128
437.3874,55,300.648946
384.5408,55,300.715982
374.3937,55,300.784727
437.4659,55,300.849812
427.4659,55,300.915164
427.3873,55,300.980021
385.8816,55,301.046728
437.3874,55,301.110255
427.4657,55,301.179973
384.4623,55,301.250348
385.6888,55,301.316868
437.3873,55,301.386694
437.4658,55,301.45141
384.3478,55,301.526122
437.3873,55,301.599255
437.4658,55,301.680794
437.3187,55,301.768245
427.3873,55,301.845406
437.3415,55,301.921098
427.397,55,301.992218
427.3968,55,302.078895
427.3873,55,302.159855
437.3414,55,302.24294
437.3874,55,302.312172
422.3416,55,302.413885
384.4622,55,302.498929
437.397,55,302.573617
437.3875,55,302.646102
427.3187,55,302.722735
427.2631,55,302.806943
385.6331,55,302.891191
374.4622,55,302.977799
385.7573,55,303.050436
437.3415,55,303.127791
437.2729,55,303.205731
437.3415,55,303.287645
427.3873,55,312.040614
437.273,55,312.117043
437.3416,55,312.191135
437.3875,55,312.273334
437.3874,55,312.350958
427.4657,55,312.427789
437.4657,55,312.505286
437.397,55,312.587722
427.3873,55,312.664242
437.4658,55,312.744536
437.2727,55,312.832481
437.3873,55,312.922803
437.3875,55,313.008963
437.4656,55,313.094414
437.3874,55,313.177802
437.4659,55,313.254942
437.2632,55,313.345386
437.3415,55,313.430469
427.3415,55,313.509547
437.4657,55,313.587061
437.3873,55,313.67236
437.4658,55,313.755061
437.3873,55,313.845463
427.2631,55,313.927857
437.3968,55,314.012615
437.2633,55,314.090423
427.4656,55,314.174508
437.3873,55,314.256175
437.4657,55,314.330512
437.3873,55,314.419147
437.3875,55,314.492534
437.3874,55,314.576389
427.397,55,314.666763
437.3969,55,314.74514
427.4659,55,314.825821
437.4658,55,314.909299
427.3415,55,314.999784
437.3874,55,315.079069
437.3416,55,315.157728
427.3874,55,315.239003
427.397,55,315.315802
427.3873,55,315.404693
427.3415,55,315.487736
427.4657,55,315.573164
427.4657,55,315.652104
437.4656,55,315.736546
437.3415,55,315.813993
437.2727,55,315.889578
437.3873,55,315.973857
437.3874,55,316.049998
427.4659,55,316.139077
437.3874,55,316.210965
427.3873,55,316.276781
427.3873,55,316.342342
427.3416,55,316.411274
437.3417,55,316.477618
437.3415,55,316.553914
437.3416,55,316.620228
437.4656,55,316.689419
437.4655,55,316.7559
437.3875,55,316.821022
427.2631,55,316.890471
427.3874,55,316.960007
437.3874,55,317.029598
437.3873,55,317.101229
437.3873,55,317.166952
437.4655,55,317.236824
437.2631,55,317.304794
437.3873,55,317.376421
437.3874,55,317.447448
437.3873,55,317.524706
437.3971,55,317.601321
437.3968,55,317.672702
437.3875,55,317.790547
437.4657,55,317.914183
427.3873,55,318.051152
437.3875,55,318.133274
437.4658,55,318.246074
437.4656,55,318.363861
412.3873,55,318.461966
427.4658,55,318.55261
427.3968,55,318.640147
427.3875,55,318.729761
427.3968,55,318.811111
437.4657,55,318.89915
437.2727,55,318.972969
437.397,55,319.073884
437.1849,55,319.157967
437.3415,55,319.235052
427.3968,55,319.349617
437.4659,55,319.424231
427.4658,55,319.493409
437.3414,55,319.561699
427.3415,55,319.629593
427.4657,55,319.698961
417.3414,55,319.765592
437.397,55,319.853867
437.3415,55,319.923053
427.4657,55,320.002825
437.4657,55,320.081735
437.4659,55,320.168881
427.397,55,320.245754
427.3415,55,320.330709
437.2728,55,320.456833
437.3971,55,320.541033
427.3874,55,320.62289
427.4656,55,320.74292
437.3876,55,320.823079
437.3874,55,320.899537
437.3414,55,321.037235
437.2631,55,321.125731
437.3874,55,321.205089
427.3874,55,321.279655
427.3874,55,321.359894
437.3873,55,321.438312
437.3415,55,321.525296
427.397,55,321.606753
437.3873,55,321.685952
437.4657,55,321.76401
437.3874,55,321.839044
437.3874,55,321.916978
427.3874,55,321.994519
437.3415,55,322.075802
427.3416,55,322.173035
437.4656,55,322.255487
437.3875,55,322.340157
437.3874,55,322.420542
437.3874,55,322.508002
437.3873,55,322.594114
437.3875,55,322.670024
427.3415,55,322.748127
437.3968,55,322.829339
437.4658,55,322.91883
427.3874,55,323.000813
437.4655,55,323.082052
437.3875,55,323.168752
437.3873,55,323.244665
437.4657,55,323.327899
437.4656,55,323.413433
427.3874,55,323.495635
427.3415,55,323.574059
437.3873,55,323.656506
427.3873,55,323.732892
437.3874,55,323.835801
437.3873,55,323.919413
437.3873,55,323.991031
437.3873,55,324.061857
437.3415,55,324.144954
437.3414,55,324.221142
427.4657,55,324.295185
437.4659,55,324.370419
427.4659,55,324.439243
427.4657,55,324.510137
437.3972,55,324.578129
427.3874,55,324.648946
437.3873,55,324.718984
437.3874,55,324.792391
437.3874,55,324.860248
427.3969,55,324.927346
437.3875,55,324.995687
427.2726,55,325.072827
437.4657,55,325.155787
437.3874,55,325.240103
437.4659,55,325.317279
427.4657,55,325.400693
437.4656,55,325.470057
427.3968,55,325.53787
437.4657,55,325.606082
427.4655,55,325.673764
427.3873,55,325.742286
437.397,55,325.809715
437.3874,55,325.880077
437.3874,55,325.949467
427.3874,55,326.020948
427.4659,55,326.108748
427.3873,55,326.181083
427.3415,55,326.249886
427.4655,55,326.320742
427.3873,55,326.388041
437.3873,55,326.454794
437.4657,55,326.528132
437.4659,55,326.598116
437.3873,55,326.666398
437.4656,55,326.736407
437.4657,55,326.806852
437.3968,55,326.879158
437.3873,55,326.952128
437.397,55,327.018762
437.3873,55,327.089935
427.3874,55,327.156698
437.3873,55,327.224252
437.3874,55,327.292459
437.3414,55,327.359389
437.4657,55,327.42755
437.3873,55,327.494162
437.3874,55,327.564698
437.4658,55,327.630381
437.3414,55,327.706835
427.3415,55,327.78901
437.3874,55,327.866851
427.4655,55,327.953218
437.397,55,328.034391
437.3972,55,328.114679
437.3415,55,328.184779
437.3874,55,328.254057
437.3874,55,328.334658
437.3875,55,328.408543
437.397,55,328.480717
437.4659,55,328.550143
437.3415,55,328.624425
437.3873,55,328.695624
437.3416,55,328.762919
437.4657,55,328.841151
437.4656,55,328.915521
437.3415,55,328.982694
437.3874,55,329.063243
437.2728,55,329.149935
427.4655,55,329.231098
437.3874,55,329.307954
437.3874,55,329.392191
427.3873,55,329.480005
437.4657,55,329.558762
427.3187,55,329.646187
427.3874,55,329.731991
437.2728,55,329.815844
427.3874,55,329.897538
437.2631,55,329.980211
437.3873,55,330.058026
437.4659,55,330.142139
427.2727,55,330.230696
437.4655,55,330.316542
437.3874,55,330.393826
276.008,57,339.080436
-122.2157,63,339.165773
-428.0187,67,339.257179
-550.0498,68,339.346331
-781.8086,73,339.443083
-438.2582,67,339.529585
30.9019,61,339.610039
-122.8082,63,339.692319
-317.8303,66,339.770621
-321.9608,66,339.859149
-425.2145,67,339.955441
-729.2925,72,340.054355
-275.4341,65,340.140049
-273.8942,65,340.246305
-117.9141,63,340.339277
-34.208,62,340.428698
-271.3671,65,340.535599
-232.0635,65,340.636456
-378.8801,67,340.724747
-482.0626,68,340.828678
-297.8309,65,340.925144
-393.0491,67,341.023989
-276.379,65,341.117836
-472.7805,68,341.216897
-273.0572,65,341.30698
-172.0343,64,341.401521
-177.5408,64,341.498186
-282.8798,65,341.600653
-69.6102,63,341.698096
-171.1933,64,341.800815
-376.1335,67,341.898007
-386.9045,67,341.987489
-119.0216,63,342.073551
-20.2136,62,342.149344
-337.1595,66,342.248531
-480.0249,68,342.350475
-539.8554,68,342.449992
-85.093,63,342.543844
-334.0938,66,342.628893
65.0353,60,342.702854
-270.6454,65,342.782126
-128.0304,63,342.862528
-229.592,65,342.965719
-537.8634,68,343.067518
-426.9172,67,343.155326
-393.3936,67,343.239066
-544.7223,68,343.323977
-485.948,68,343.41041
-373.3159,67,343.496722
-522.5674,68,343.587376
-528.9275,68,343.670253
33.9331,61,343.750064
-526.9534,68,343.840297
-543.1926,68,343.929114
-436.3466,67,344.011014
-222.2541,65,344.092889
-424.6351,67,344.177606
-27.1499,62,344.256037
-330.7606,66,344.351666
-276.6478,65,344.438257
-424.6439,67,344.526157
-227.8503,65,344.618646
-323.2517,66,344.700508
-272.8904,65,344.780651
-532.422,68,344.864226
83.3702,60,344.938483
-290.9768,65,345.024088
-131.2876,63,345.105069
-421.4256,67,345.190691
81.5602,60,345.264525
-218.4416,65,345.348133
-425.1123,67,345.432019
-748.2919,72,345.525928
-525.5166,68,345.613953
-419.6957,67,345.700819
-121.6672,63,345.779551
-431.8503,67,345.865102
-481.0305,68,345.955046
184.6086,59,346.040843
-322.5562,66,346.13177
-580.1184,69,346.229101
-18.7849,62,346.315834
-65.1234,63,346.414149
-383.9618,67,346.513874
-530.0623,68,346.626578
-372.3711,67,346.729927
-132.3244,63,346.821769
-179.1235,64,346.919074
-373.194,67,347.017627
-15.8416,62,347.126876
-431.1258,67,347.232862
-437.3795,67,347.330667
-431.5395,67,347.434336
-480.8179,68,347.534531
-377.0177,67,347.625949
-183.6586,64,347.714788
-527.0626,68,347.805928
-371.441,67,347.908692
-90.2237,63,348.01871
-477.8967,68,348.118836
-677.583,71,348.225808
-273.6962,65,348.331185
-272.8202,65,348.425308
-531.4482,68,348.51011
-121.928,63,348.59804
-423.877,67,348.689251
-324.4243,66,348.775566
-131.4404,63,348.877704
-581.2888,69,348.974821
-284.7663,65,349.058585
-128.2319,63,349.154142
-377.8665,67,349.24795
-221.6045,65,349.338363
-65.6247,63,349.425968
-990.0837,76,349.531247
-829.4095,73,349.64345
-271.3482,65,349.740033
-426.5817,67,349.837755
-343.4542,66,349.93526
-472.3035,68,350.046542
-270.214,65,350.141375
-273.4247,65,350.234526
-575.3507,69,350.341529
-369.5959,67,350.434778
-438.8388,67,350.522592
-123.7292,63,350.602956
-272.3818,65,350.681035
-441.6894,67,350.763789
-473.9492,68,350.847453
-833.1818,73,350.937694
-446.2094,67,351.017861
-66.8693,63,351.094285
-321.5383,66,351.186885
-18.0767,62,351.270181
-273.0453,65,351.356538
-132.7739,63,351.439314
-273.7201,65,351.525095
-471.7812,68,351.613486
-529.9132,68,351.700302
-324.0081,66,351.786819
-371.7882,67,351.868757
-318.2837,66,351.953524
-175.8502,64,352.033112
-176.1035,64,352.127058
-339.086,66,352.220108
-171.406,64,352.307801
-428.2754,67,352.389278
-480.2563,68,352.474264
-322.6166,66,352.553972
-331.4926,66,352.632176
-531.143,68,352.72285
-133.5893,63,352.822176
-175.8525,64,352.909484
-525.5645,68,353.00731
-582.2524,69,353.114426
-725.5094,72,353.203953
-79.7,63,353.291014
-135.4072,63,353.369312
-227.1947,65,353.449507
-170.4231,64,353.527635
-431.3449,67,353.613228
-167.5297,64,353.735586
33.5675,61,353.832961
-320.5285,66,353.925904
-287.2515,65,354.008924
-283.8028,65,354.08593
-228.4943,65,354.170769
-170.9221,64,354.25106
-549.4755,68,354.342328
-335.409,66,354.426639
-196.5467,64,354.504928
-581.8577,69,354.59884
-591.1592,69,354.692396
-271.8041,65,354.777094
-273.7153,65,354.866909
74.3316,60,354.951491
-124.1288,63,355.040238
-455.2928,67,355.129981
-824.3202,73,355.227181
-772.2035,73,355.326287
-221.8505,65,355.411613
-171.0274,64,355.493218
-125.4448,63,355.582696
-272.392,65,355.667458
-124.4067,63,355.767005
-325.5535,66,355.866875
-441.6019,67,355.964177
-167.5187,64,356.05057
-534.2122,68,356.152725
-66.4011,63,356.249889
-824.4122,73,356.355151
-84.9676,63,356.441338
-120.935,63,356.535094
-277.2082,65,356.630943
-235.7766,65,356.727949
-180.8742,64,365.257502
83.05,60,365.347721
-65.7979,63,365.447053
-222.469,65,365.546184
-20.9055,62,365.629943
-19.3322,62,365.719616
-126.7228,63,365.816876
-17.5603,62,365.903782
-168.1986,64,366.00339
185.4889,59,366.086034
-231.2799,65,366.189008
-384.0408,67,366.281487
-339.1318,66,366.371329
185.2374,59,366.465163
24.1663,61,366.562215
-16.168,62,366.645504
84.4133,60,366.732256
34.7246,61,366.818561
83.6971,60,366.912026
-84.8461,63,366.999662
-65.8883,63,367.085563
66.8926,60,367.172954
-19.2569,62,367.26366
-121.3619,63,367.358881
-323.4893,66,367.460047
-182.2256,64,367.555551
235.3996,58,367.635413
-175.5065,64,367.732741
-294.0794,65,367.830613
-122.501,63,367.921412
-133.0886,63,368.023492
-135.4946,63,368.109122
33.6832,61,368.189048
-326.2227,66,368.283407
-118.0745,63,368.372161
234.8236,58,368.450815
-133.1986,63,368.537596
-285.9494,65,368.624573
-371.6511,67,368.706839
-325.2286,66,368.791785
-122.7331,63,368.875196
-238.1688,65,368.961227
-70.0015,63,369.045364
235.1261,58,369.116119
-70.4032,63,369.198055
-73.1659,63,369.281555
185.4246,59,369.356909
29.5063,61,369.430569
-120.3133,63,369.514007
-15.7481,62,369.596549
-133.1957,63,369.678981
27.5542,61,369.758781
-69.9826,63,369.837984
234.5595,58,369.914255
-272.9963,65,370.004585
-273.5431,65,370.109917
-228.0871,65,370.198805
234.3062,58,370.276384
-168.7574,64,370.358534
83.2049,60,370.436734
82.9152,60,370.51757
82.3574,60,370.593863
-275.981,65,370.676948
-84.724,63,370.754795
118.9319,60,370.829051
110.1948,60,370.902836
13.6638,61,370.986309
-120.7573,63,371.063622
-224.9928,65,371.149389
-120.3964,63,371.227517
-370.2839,67,371.310965
-15.3163,62,371.387659
-18.8504,62,371.465975
-449.5477,67,371.551022
82.6925,60,371.629777
-181.7036,64,371.718233
-328.722,66,371.803101
185.5273,59,371.893555
68.8369,60,371.981782
-125.8356,63,372.069748
-174.0495,64,372.162645
-217.5137,65,372.259522
-325.9386,66,372.361072
-373.3217,67,372.451534
-541.2338,68,372.551111
-325.7053,66,372.650934
-221.9721,65,372.743638
178.4988,59,372.833118
-280.1541,65,372.928067
131.5065,60,373.03353
-168.1092,64,373.140747
-370.6812,67,373.245069
-221.1377,65,373.340436
33.6024,61,373.425746
-217.7639,65,373.517746
-351.0234,66,373.612909
17.9766,61,373.697464
78.6145,60,373.786644
235.6383,58,373.867061
-189.1879,64,373.956907
-167.2854,64,374.061035
135.311,60,374.153949
135.2098,60,374.243342
33.3673,61,374.34092
-168.7393,64,374.441411
-69.7678,63,374.528041
32.5927,61,374.620193
-120.0238,63,374.717538
76.5501,60,374.815617
-117.7086,63,374.910398
80.0223,60,375.00759
-139.5544,63,375.096689
-269.5212,65,375.187642
82.5721,60,375.279461
182.5538,59,375.370607
-16.1209,62,375.473763
-65.8191,63,375.561252
68.2099,60,375.65011
-219.994,65,375.755044
-19.4407,62,375.867403
72.8723,60,375.955734
-269.2413,65,376.038419
-19.8584,62,376.115921
129.4242,60,376.190952
-275.176,65,376.278824
-17.715,62,376.363974
-475.4275,68,376.456804
80.0222,60,376.537663
-438.7248,67,376.624361
-69.2084,63,376.705871
-128.223,63,376.784415
65.504,60,376.865681
-82.557,63,376.942991
-121.9761,63,377.022767
-19.3408,62,377.102605
285.1358,57,377.176377
-121.1727,63,377.259469
-67.2322,63,377.338096
78.3526,60,377.411064
-67.3582,63,377.489389
-173.7706,64,377.571966
-22.3688,62,377.652689
28.3671,61,377.737229
-285.8813,65,377.821507
135.2118,60,377.896287
29.6938,61,377.980129
-121.4008,63,378.082214
-124.4289,63,378.16345
286.3258,57,378.235704
29.9904,61,378.314827
-123.8906,63,378.399734
-281.9566,65,378.480724
33.3411,61,378.557025
83.389,60,378.633595
-66.9972,63,378.724376
-121.5466,63,378.804341
-74.903,63,378.884691
-127.4575,63,378.960932
-273.1789,65,379.048732
-187.8381,64,379.129308
-17.3365,62,379.204593
81.9703,60,379.278177
-18.9003,62,379.364867
-33.4441,62,379.453321
231.3185,58,379.530858
30.1735,61,379.613091
135.1969,60,379.698952
-268.9261,65,379.795536
-167.3219,64,379.895249
64.9766,60,379.991531
-177.2078,64,380.085233
34.8591,61,380.166697
-223.6559,65,380.261956
-272.3666,65,380.363972
-168.4917,64,380.464666
-447.049,67,380.561209
33.9229,61,380.651773
-189.5481,64,380.749518
82.9966,60,380.84317
-83.7168,63,380.924916
34.1998,61,381.009937
235.2045,58,381.102707
83.4485,60,381.181019
135.2558,60,381.280403
-173.2717,64,381.369958
-428.785,67,381.485661
-119.5727,63,381.577506
-220.6913,65,381.675017
-20.5103,62,381.77284
83.586,60,381.86096
234.6129,58,381.953298
28.0881,61,382.04551
-276.4685,65,382.140582
119.2425,60,382.226366
-121.3557,63,382.31478
-54.6108,62,382.399623
-172.3136,64,382.506117
-84.2116,63,382.617043
-70.1498,63,382.711722
125.0547,60,382.799436
-236.9139,65,382.892028
-276.7029,65,382.996634
-220.6112,65,383.106061
68.5844,60,383.19099
-274.918,65,383.293382
82.1822,60,391.909614
-119.7711,63,392.004915
167.3062,59,392.102887
80.0374,60,392.192095
131.3797,60,392.28289
28.4588,61,392.388217
234.6633,58,392.472526
270.0114,57,392.561471
185.4359,59,392.644651
130.1353,60,392.728737
181.0037,59,392.818577
-216.8668,65,392.925666
28.7037,61,393.027702
234.9477,58,393.135626
384.3402,55,393.211611
185.1228,59,393.308769
135.2099,60,393.39046
285.8497,57,393.467868
179.3252,59,393.556745
185.6384,59,393.640812
235.1947,58,393.718459
185.893,59,393.803869
-16.6381,62,393.895428
179.2691,59,393.987077
185.2371,59,394.083117
83.7426,60,394.178976
134.8289,60,394.268934
235.7001,58,394.353799
161.9534,59,394.431523
281.6539,57,394.507763
33.7322,61,394.599845
231.1815,58,394.682868
185.0699,59,394.758064
80.2025,60,394.831928
83.3798,60,394.911764
169.7525,59,394.988043
132.716,60,395.065322
285.0795,57,395.144282
132.0729,60,395.229026
335.2443,56,395.2999
170.1663,59,395.374427
33.7549,61,395.451789
185.2373,59,395.525372
184.7674,59,395.603548
120.7785,60,395.679716
181.3645,59,395.759552
132.8402,60,395.846845
79.2382,60,395.931853
181.6082,59,396.006685
220.5036,58,396.085524
-29.7563,62,396.16581
285.5696,57,396.236665
235.2372,58,396.309563
76.9068,60,396.387524
283.3195,57,396.479364
285.0039,57,396.552684
-18.762,62,396.635563
26.3898,61,396.718535
83.674,60,396.790888
-16.2487,62,396.877708
285.1358,57,396.954619
135.438,60,397.031056
80.289,60,397.120627
282.6954,57,397.203833
-16.1406,62,397.287497
71.8437,60,397.367973
185.3443,59,397.458871
133.8237,60,397.551907
30.2503,61,397.634482
26.8288,61,397.711731
170.4431,59,397.786261
270.8038,57,397.864791
185.0454,59,397.940168
15.4816,61,398.024979
331.203,56,398.115692
-68.8322,63,398.202295
120.123,60,398.293607
33.9267,61,398.384652
235.0823,58,398.466661
233.6329,58,398.552684
185.5775,59,398.641025
235.56,58,398.736433
186.2149,59,398.822396
232.6891,58,398.917923
284.4029,57,399.008931
134.8561,60,399.096804
285.1228,57,399.170953
184.9478,59,399.255893
170.5927,59,399.348347
182.4209,59,399.443712
29.7069,61,399.532904
-15.3247,62,399.622318
214.683,58,399.707699
231.3485,58,399.789184
267.6873,57,399.868128
134.8783,60,399.964933
133.7674,60,400.055644
84.131,60,400.148157
275.0039,57,400.234432
182.2264,59,400.32174
184.4812,59,400.400364
76.9067,60,400.490833
185.067,59,400.579824
181.1128,59,400.671016
282.3844,57,400.743261
269.7783,57,400.845801
-121.253,63,400.944607
120.5142,60,401.03639
82.4832,60,401.121769
-31.5427,62,401.213463
224.7778,58,401.302965
175.1791,59,401.393543
33.7423,61,401.485344
334.7993,56,401.580037
29.0957,61,401.676838
-69.914,63,401.766722
334.8776,56,401.850319
185.1914,59,401.932359
283.0862,57,402.011038
229.6828,58,402.109786
285.1262,57,402.199628
164.9162,59,402.279927
270.0041,57,402.366242
-275.5311,65,402.446715
185.4706,59,402.523643
-20.0663,62,402.608781
384.4623,55,402.682006
133.3883,60,402.760486
181.2597,59,402.836235
120.0215,60,402.924121
5.5977,61,403.006425
185.7256,59,403.099882
332.6387,56,403.177524
125.4854,60,403.258925
-19.7912,62,403.342181
284.554,57,403.416986
21.5639,61,403.502931
217.853,58,403.581701
134.2886,60,403.669519
-221.0044,65,403.753979
-142.3563,63,403.830663
32.3394,61,403.915032
79.8712,60,403.9951
29.0452,61,404.073982
129.3713,60,404.158012
-119.0912,63,404.239816
235.4246,58,404.320628
-69.6907,63,404.401927
127.522,60,404.479079
228.6152,58,404.551853
184.689,59,404.627672
182.0493,59,404.705966
231.5757,58,404.78036
80.9157,60,404.858891
185.332,59,404.945099
73.2957,60,405.028359
224.1862,58,405.117451
284.6032,57,405.193308
334.6671,56,405.26755
373.9396,55,405.342827
182.263,59,405.415164
22.7843,61,405.495912
178.0625,59,405.568038
184.5447,59,405.641251
119.6432,60,405.725522
177.8897,59,405.803658
133.4781,60,405.88642
-20.7915,62,405.974757
334.2937,56,406.047575
231.4858,58,406.126955
81.28,60,406.206256
83.2049,60,406.297721
135.5452,60,406.384742
170.0041,59,406.477736
116.324,60,406.55555
-19.7898,62,406.655783
80.6691,60,406.748603
229.3721,58,406.836723
32.7551,61,406.932886
384.4622,55,407.010753
83.5726,60,407.108916
134.2654,60,407.215018
-16.0165,62,407.308783
83.3422,60,407.405465
181.2732,59,407.485795
337.4216,57,407.569794
-19.8001,62,407.664472
185.2806,59,407.752799
120.6535,60,407.830065
-18.599,62,407.921893
334.7534,56,408.016006
-66.4206,63,408.11773
136.0001,60,408.194572
82.9248,60,408.289128
-28.8645,62,408.37706
77.2423,60,408.457616
129.0564,60,408.541187
234.8674,58,408.62272
79.9385,60,408.715018
81.4331,60,408.81582
184.7248,59,408.894951
285.126,57,408.974496
128.0673,60,409.064968
131.8196,60,409.149307
180.3979,59,409.24591
80.1596,60,409.342379
135.4593,60,409.427638
116.8722,60,409.509505
235.2042,58,409.597621
-69.904,63,409.704228
27.1746,61,409.800111
234.7707,58,409.876739
217.6089,58,409.958685
84.2656,60,410.046853
284.8561,57,410.12982
282.9217,57,419.175944
241.1613,57,419.265378
289.7994,56,419.345035
324.2944,55,419.424181
329.4624,55,419.50533
340.8033,55,419.591406
314.3478,55,419.675573
354.4185,55,419.762249
204.3111,58,419.859646
392.3874,55,419.951685
294.4186,55,420.035493
288.8732,56,420.126016
339.4623,55,420.207604
392.3414,55,420.290332
324.2943,55,420.375677
354.4185,55,420.467266
255.9719,57,420.556963
324.4163,55,420.651591
377.3414,55,420.745502
339.4721,55,420.828232
309.4622,55,420.91584
195.4245,57,421.008465
377.4657,55,421.097646
279.2938,56,421.172905
297.1892,55,421.250934
407.3874,55,421.324767
246.2813,56,421.409146
165.5143,58,421.485255
437.4659,55,421.565421
314.3936,55,421.640126
340.8033,55,421.7203
392.4657,55,421.788973
354.5407,55,421.865566
407.3414,55,421.942335
294.3383,55,422.019927
422.3415,55,422.091488
255.4802,57,422.171784
271.4056,56,422.246056
255.2755,57,422.31901
367.3414,55,422.394936
377.3414,55,422.464715
329.4186,55,422.532777
323.825,55,422.605194
392.3874,55,422.678302
329.018,55,422.766179
329.338,55,422.842822
190.6823,58,422.923474
339.3401,55,422.993999
382.3416,55,423.076883
257.6387,56,423.158364
377.3415,55,423.23105
202.4557,58,423.316125
328.6473,55,423.389183
256.4494,56,423.470794
367.3969,55,423.540158
210.5469,57,423.626769
235.1108,56,423.699939
392.3414,55,423.772518
382.3874,55,423.844152
354.4622,55,423.916677
392.3972,55,423.984526
259.3397,56,424.066858
407.3414,55,424.131304
362.3874,55,424.207375
191.4427,58,424.283626
324.3401,55,424.370597
309.216,55,424.438998
289.8775,56,424.509321
308.7566,55,424.58282
347.4659,55,424.654715
392.3873,55,424.738319
324.4622,55,424.815954
240.3442,57,424.895471
354.4164,55,424.968976
244.573,56,425.053888
407.3873,55,425.136582
407.4657,55,425.226063
339.3381,55,425.312014
300.6344,56,425.397329
301.3274,56,425.479536
264.8068,56,425.569835
275.195,56,425.647933
392.4656,55,425.733577
339.3402,55,425.830013
324.4625,55,425.918207
256.4493,56,425.999038
