#{"t_start": 1768050674.0728588, "env_id": "None"}
r,l,t
385.8033,55,867.273158
284.667,57,867.351009
385.8033,55,867.425347
336.2623,56,867.496373
235.1261,58,867.571984
385.8816,55,867.644511
336.2624,56,867.715973
385.8131,55,867.788686
385.6886,55,867.858823
385.6887,55,867.933604
385.8128,55,868.001725
437.3873,55,868.068992
384.5406,55,868.139788
437.4659,55,868.209877
385.8032,55,868.279483
385.8818,55,868.348266
334.9996,56,868.417567
437.4657,55,868.492254
336.0694,56,868.56694
336.2719,56,868.642988
437.3874,55,868.725914
236.4213,58,868.826485
384.4623,55,868.911822
384.4623,55,868.992741
236.0866,58,869.127563
336.3405,56,869.227866
384.4623,55,869.313744
385.8818,55,869.406593
286.4671,57,869.493831
385.8818,55,869.593354
385.7345,55,869.672225
336.3408,56,869.752598
385.8816,55,869.84549
336.2721,56,869.927367
385.8032,55,870.007241
437.3415,55,870.084574
385.7573,55,870.16796
437.3416,55,870.259364
437.3875,55,870.340062
385.7573,55,870.420824
286.5453,57,870.521211
437.3874,55,870.608496
437.4655,55,870.702974
336.2164,56,870.785689
437.3874,55,870.878323
437.3874,55,870.967373
336.2624,56,871.055167
437.3415,55,871.133856
385.7575,55,871.223746
185.0803,59,871.315838
236.4673,58,871.395145
437.3873,55,871.478978
384.5407,55,871.570249
385.8131,55,871.659114
385.8128,55,871.732942
286.3429,57,871.819717
336.3407,56,871.901802
285.0574,57,871.987523
437.3968,55,872.082964
437.4656,55,872.169408
334.8756,56,872.250719
284.7454,57,872.337078
384.4719,55,872.416859
286.4768,57,872.514162
437.3417,55,872.601361
385.8032,55,872.682103
385.6791,55,872.77213
385.8033,55,872.85903
336.3407,56,872.93082
385.8127,55,872.999152
385.8127,55,873.071304
385.8032,55,873.144603
286.008,57,873.223437
385.8032,55,873.301758
437.2632,55,873.371223
286.0866,57,873.443846
384.3381,55,873.518666
334.9997,56,873.589593
370.8127,55,873.663104
385.6104,55,873.752921
385.8032,55,873.839819
385.8817,55,873.911928
286.008,57,873.985742
336.272,56,874.070009
385.8817,55,874.140914
385.8129,55,874.212729
385.7574,55,874.284035
385.8131,55,874.355473
385.8032,55,874.42769
384.4622,55,874.496795
437.4656,55,874.568278
437.3091,55,874.642241
437.3875,55,874.714117
336.2623,56,874.78308
437.4658,55,874.855626
437.3415,55,874.921441
370.8032,55,874.992046
385.8035,55,875.063384
336.2623,56,875.134074
236.4766,58,875.206752
437.4655,55,875.278031
385.8033,55,875.34706
437.3971,55,875.419857
385.8128,55,875.487211
437.4659,55,875.557492
385.8033,55,875.628196
437.4656,55,875.700276
236.0081,58,875.771557
437.3414,55,875.844687
437.2632,55,875.915713
384.3401,55,875.990016
385.8818,55,876.059383
385.7574,55,876.128822
385.813,55,876.204713
385.6885,55,876.275064
385.6885,55,876.347547
336.2626,56,876.421876
437.4659,55,876.490317
385.8127,55,876.562561
385.8127,55,876.633781
437.3874,55,876.730372
336.1383,56,876.822296
437.3414,55,876.900743
385.8033,55,876.998133
385.7574,55,877.0809
437.4657,55,877.150909
437.4655,55,885.709121
385.7573,55,885.786039
437.4657,55,885.860696
437.2727,55,885.933845
437.3414,55,886.014277
437.3874,55,886.100859
437.4656,55,886.203001
437.4659,55,886.273175
437.3414,55,886.350019
437.3874,55,886.431111
437.397,55,886.498391
437.3416,55,886.569712
437.4659,55,886.636817
437.3874,55,886.707036
437.3874,55,886.784896
437.3874,55,886.863131
437.3876,55,886.949146
437.3874,55,887.030806
437.4659,55,887.121136
336.3409,56,887.20914
437.3873,55,887.301095
437.397,55,887.387029
437.3415,55,887.459261
437.4656,55,887.549458
385.8033,55,887.628256
437.4658,55,887.712974
437.3873,55,887.795738
385.8131,55,887.882179
437.3972,55,887.963914
437.3874,55,888.056332
437.3873,55,888.136013
385.8032,55,888.225575
437.3874,55,888.305142
336.1477,56,888.385082
385.7574,55,888.47386
437.3416,55,888.546192
336.3408,56,888.63824
437.3414,55,888.735858
437.4656,55,888.828744
437.3873,55,888.912478
437.3873,55,888.992034
437.4658,55,889.090018
437.3873,55,889.18687
437.3874,55,889.27695
437.3415,55,889.370274
437.3414,55,889.448939
385.6887,55,889.520187
437.3873,55,889.600429
437.4658,55,889.69253
385.8131,55,889.779556
437.3875,55,889.869499
437.4657,55,889.947361
384.4624,55,890.043176
437.3873,55,890.125287
437.3874,55,890.211202
385.8033,55,890.296488
437.3414,55,890.388707
437.3415,55,890.477509
437.3968,55,890.567568
437.3416,55,890.641264
437.3968,55,890.73864
336.2167,56,890.818882
437.3873,55,890.90098
437.3416,55,890.982354
385.8032,55,891.05048
437.2632,55,891.122887
385.8033,55,891.190374
437.3874,55,891.263455
437.3415,55,891.331586
385.8033,55,891.404246
437.4657,55,891.474448
437.4656,55,891.546237
437.3874,55,891.616149
437.3874,55,891.685918
437.3414,55,891.753095
385.8127,55,891.821409
437.4656,55,891.890028
437.3416,55,891.958483
437.4655,55,892.032621
285.2045,57,892.109949
385.8033,55,892.178054
437.4658,55,892.246643
437.3874,55,892.324582
385.8816,55,892.396347
385.8032,55,892.469871
437.4657,55,892.5386
437.3415,55,892.608002
437.3874,55,892.679042
437.4658,55,892.750436
437.4657,55,892.826449
437.3874,55,892.904575
437.4659,55,892.976298
437.4657,55,893.049816
437.4656,55,893.121589
437.4656,55,893.191277
385.8131,55,893.262105
437.3873,55,893.335957
436.0773,55,893.408262
385.7346,55,893.478101
385.8032,55,893.548926
437.3416,55,893.619231
437.3417,55,893.690329
437.3875,55,893.764866
437.4657,55,893.846343
334.9215,56,893.927194
437.3972,55,893.997231
385.8033,55,894.069596
437.2632,55,894.141404
385.6886,55,894.212309
336.2624,56,894.285473
437.3873,55,894.356509
437.3874,55,894.429483
437.4656,55,894.505259
437.3873,55,894.579523
437.3414,55,894.660541
437.3875,55,894.742096
437.3874,55,894.825828
437.1484,55,894.921763
437.3873,55,895.021039
437.4656,55,895.10716
437.3874,55,895.190172
437.2632,55,895.283978
437.3415,55,895.37303
437.3875,55,895.456283
437.3873,55,895.548136
385.7251,55,895.633067
437.3873,55,895.718098
437.3874,55,895.802274
437.3873,55,895.871903
437.2728,55,895.954394
437.3873,55,896.043404
437.3414,55,896.128087
437.4657,55,896.215837
437.3969,55,896.305918
437.3969,55,896.397899
437.4659,55,896.472604
437.2633,55,896.559513
437.3414,55,896.647952
437.3874,55,896.741588
437.3873,55,896.83474
336.3408,56,896.923475
437.139,55,897.015148
437.4657,55,897.09439
385.8129,55,897.169961
385.8032,55,897.264242
385.8035,55,897.350334
437.4657,55,897.439651
437.3416,55,897.531338
384.5406,55,897.626986
437.4657,55,897.711837
437.4657,55,897.803886
437.4659,55,897.88565
437.3873,55,897.97332
437.3414,55,898.060724
385.7346,55,898.14002
437.397,55,898.222388
422.3875,55,898.310591
437.4659,55,898.395139
385.8816,55,898.486516
437.4656,55,898.584009
385.8034,55,898.669921
437.3873,55,898.75651
437.4657,55,898.844968
437.4656,55,898.923882
437.4659,55,899.000828
437.3416,55,899.067122
437.3968,55,899.135892
437.3415,55,899.217772
437.3415,55,899.294929
437.2726,55,899.375153
437.4657,55,899.44736
437.4659,55,899.517166
385.8129,55,899.586703
437.4658,55,899.659119
336.2625,56,899.731644
385.8032,55,899.803516
336.2623,56,899.873544
437.3414,55,899.943182
385.8032,55,900.012244
385.6886,55,900.079449
336.3409,56,900.150617
437.1389,55,900.224829
437.3875,55,900.294322
385.8033,55,900.360475
437.4656,55,900.428506
437.3873,55,900.505146
437.3416,55,900.579721
437.3875,55,900.647289
385.679,55,900.720128
437.3875,55,900.787626
385.7574,55,900.856482
437.2632,55,900.924268
422.3874,55,900.996403
385.8128,55,901.063386
385.6887,55,901.135568
437.3415,55,901.210088
385.8815,55,901.279335
437.4657,55,901.348677
384.4163,55,901.416635
437.3874,55,901.485167
385.7574,55,901.553075
437.4658,55,901.627603
437.3414,55,901.698094
437.3873,55,901.764482
437.3968,55,901.835738
437.4656,55,901.911483
437.3873,55,901.983795
437.3873,55,902.054396
437.3874,55,902.122075
385.8128,55,902.189837
437.3873,55,902.265312
437.3875,55,902.332991
370.8032,55,902.399849
437.3874,55,902.469367
385.8033,55,902.539764
385.6886,55,902.607092
437.3874,55,902.675307
385.8131,55,902.747378
437.3968,55,902.831344
385.7574,55,902.916145
437.3874,55,903.008179
437.3968,55,903.099098
437.4657,55,903.182827
437.4658,55,903.270349
385.7573,55,903.357131
437.397,55,903.440948
437.3873,55,903.539678
437.3875,55,903.620008
437.2728,55,903.706714
385.7575,55,903.794918
437.4656,55,903.8817
437.2728,55,903.955423
437.3874,55,913.076968
397.3873,55,913.165838
387.3874,55,913.236071
387.4659,55,913.307789
387.3873,55,913.375975
377.4657,55,913.448822
387.3415,55,913.534131
417.1059,55,913.611949
402.3969,55,913.698724
387.3873,55,913.780923
377.3873,55,913.873836
387.4657,55,913.957698
372.3873,55,914.040468
392.4657,55,914.135853
387.397,55,914.222383
372.3873,55,914.309226
362.3968,55,914.395494
377.4655,55,914.477113
402.4659,55,914.557913
391.9819,55,914.639299
377.3874,55,914.724468
402.3415,55,914.815933
377.3874,55,914.905212
372.3873,55,914.98008
387.106,55,915.062981
402.4656,55,915.146783
387.4657,55,915.231152
402.4657,55,915.317966
397.3874,55,915.404896
377.3873,55,915.481318
402.3874,55,915.567292
376.9819,55,915.656615
402.3874,55,915.747048
387.4658,55,915.83448
407.2631,55,915.922605
362.4659,55,915.99905
387.3874,55,916.08224
392.4658,55,916.163095
407.3873,55,916.251688
387.3415,55,916.346476
387.3873,55,916.432031
377.3873,55,916.515681
372.3416,55,916.601735
387.4656,55,916.687138
387.1155,55,916.759926
392.3968,55,916.846776
392.106,55,916.931454
402.4659,55,917.008953
392.4655,55,917.089194
387.4655,55,917.173257
372.3414,55,917.276422
392.3873,55,917.372331
372.4658,55,917.453385
387.3969,55,917.535409
397.106,55,917.617303
387.3874,55,917.699191
392.4659,55,917.778114
387.4658,55,917.857982
392.3876,55,917.929634
392.106,55,918.005905
392.106,55,918.080637
387.3415,55,918.15145
407.3414,55,918.225176
392.4657,55,918.297464
402.4656,55,918.367095
417.4658,55,918.439978
392.4655,55,918.515229
402.2631,55,918.59045
372.4657,55,918.668073
402.4657,55,918.740545
387.3874,55,918.829933
387.3415,55,918.910361
412.2632,55,918.997701
377.0601,55,919.071157
402.4659,55,919.141004
387.3873,55,919.215336
372.3416,55,919.282964
397.4659,55,919.355972
402.3874,55,919.428609
387.4657,55,919.494315
387.3969,55,919.568291
402.1842,55,919.633884
407.3971,55,919.710167
387.4658,55,919.778224
377.4658,55,919.849078
377.3873,55,919.920763
387.4658,55,919.992619
397.3874,55,920.075496
377.106,55,920.142677
372.2727,55,920.21196
372.3873,55,920.283976
362.3874,55,920.353364
402.3969,55,920.424012
377.3874,55,920.492186
377.3874,55,920.569426
392.06,55,920.641662
402.3876,55,920.711874
377.3968,55,920.786122
392.3874,55,920.856271
372.3874,55,920.924322
387.4658,55,920.99757
387.4659,55,921.073433
417.3416,55,921.150219
387.3873,55,921.222917
402.397,55,921.296841
372.4657,55,921.366174
402.3969,55,921.450957
387.3415,55,921.537254
402.3415,55,921.63205
387.4658,55,921.720979
372.3414,55,921.809135
397.0601,55,921.88709
377.3873,55,921.975473
372.3875,55,922.060228
387.3417,55,922.1469
392.3415,55,922.244345
387.3416,55,922.332662
392.4657,55,922.416802
387.4656,55,922.510252
387.3874,55,922.583974
382.3874,55,922.666099
362.1059,55,922.756053
387.3874,55,922.852342
377.3414,55,922.947526
387.3874,55,923.035758
402.0278,55,923.118285
362.397,55,923.200499
392.3415,55,923.285669
387.4659,55,923.364918
387.3874,55,923.44243
402.3874,55,923.531309
372.4657,55,923.61546
387.397,55,923.694731
392.3873,55,923.78204
412.3873,55,923.877395
337.3107,56,923.962405
402.4659,55,924.059224
402.3875,55,924.150072
387.0601,55,924.235356
387.4656,55,924.324275
362.3972,55,924.412212
372.1059,55,924.492917
387.3874,55,924.574778
377.3873,55,924.665182
387.3416,55,924.753338
401.0868,55,924.841754
372.3416,55,924.934013
377.1059,55,925.020101
386.9819,55,925.110007
377.4659,55,925.194834
372.3873,55,925.277076
402.4659,55,925.37025
402.3873,55,925.460128
372.3415,55,925.541293
392.2632,55,925.629993
372.3969,55,925.716872
386.9817,55,925.790237
387.3414,55,925.862375
412.3874,55,925.93241
402.3874,55,926.001869
392.2728,55,926.075057
402.3874,55,926.148742
392.4656,55,926.219113
397.3968,55,926.294991
362.3969,55,926.367139
387.3415,55,926.446657
377.4657,55,926.520956
387.106,55,926.593301
387.3969,55,926.663403
387.4656,55,926.735387
362.3876,55,926.8023
377.4658,55,926.873465
392.3414,55,926.946172
387.2631,55,927.020965
392.3874,55,927.095425
387.3876,55,927.165097
377.3415,55,927.232748
377.3874,55,927.306236
392.2728,55,927.376993
377.4657,55,927.44783
402.106,55,927.522956
377.4657,55,927.590689
402.106,55,927.665954
377.4656,55,927.736696
387.4657,55,927.809888
402.3874,55,927.883941
387.3874,55,927.963226
377.3873,55,928.04113
392.3969,55,928.114929
387.4657,55,928.184925
372.3415,55,928.258502
392.3874,55,928.331136
372.1059,55,928.403119
372.4658,55,928.475414
392.3415,55,928.548804
402.3414,55,928.616447
377.3416,55,928.683998
387.4659,55,928.752752
392.4656,55,928.826108
377.3873,55,928.912154
392.4659,55,928.992258
417.397,55,929.068998
387.3874,55,929.144194
402.3187,55,929.214943
377.106,55,929.284713
402.0599,55,929.356328
377.3873,55,929.430953
377.3414,55,929.502055
362.4657,55,929.577821
402.3968,55,929.662156
372.2632,55,929.748313
362.3416,55,929.846603
392.4659,55,929.944537
377.3416,55,930.036781
372.4657,55,930.119893
387.3874,55,930.209947
371.9915,55,930.294449
362.3874,55,930.372176
377.3091,55,930.4563
372.3874,55,930.542744
402.397,55,930.644219
371.9915,55,930.743354
392.3875,55,930.821053
372.4655,55,930.910485
387.4659,55,930.998108
407.1842,55,931.099014
377.106,55,931.192493
387.3414,55,931.277325
377.4656,55,931.363111
377.4658,55,931.453702
377.3414,55,931.540482
377.4657,55,931.62309
387.3971,55,931.707286
397.4659,55,940.796597
357.3875,55,940.883945
357.3415,55,940.972542
357.3972,55,941.059419
342.3874,55,941.155213
357.3874,55,941.230335
327.3416,55,941.314765
337.3873,55,941.408125
342.4657,55,941.496036
342.3415,55,941.588562
327.4657,55,941.677233
342.3969,55,941.753753
357.3874,55,941.837516
327.3873,55,941.918001
342.3873,55,941.993727
342.397,55,942.066761
372.4657,55,942.158461
372.3873,55,942.25106
342.4657,55,942.335801
357.3873,55,942.419096
357.4659,55,942.517253
342.4656,55,942.608165
342.4656,55,942.697611
342.3873,55,942.803266
357.2631,55,942.884934
327.3874,55,942.983852
327.3968,55,943.067765
357.2631,55,943.158832
357.3873,55,943.251555
357.3874,55,943.336733
357.3414,55,943.412242
357.4655,55,943.502794
342.397,55,943.592418
327.3969,55,943.684955
337.2632,55,943.773503
357.4657,55,943.863775
342.2632,55,943.949951
357.3874,55,944.036737
342.3969,55,944.135484
357.3968,55,944.217007
357.3873,55,944.296456
387.397,55,944.392886
342.3873,55,944.48157
357.3414,55,944.562399
357.3415,55,944.665748
357.3416,55,944.752434
342.4657,55,944.824556
357.3873,55,944.894538
327.3874,55,944.964604
327.3873,55,945.035545
327.3873,55,945.105961
327.3969,55,945.175776
342.3873,55,945.247393
342.3873,55,945.324677
342.3874,55,945.400299
357.397,55,945.471842
357.4659,55,945.543548
342.3875,55,945.617146
357.3873,55,945.690363
342.3414,55,945.763846
342.4658,55,945.830087
327.3875,55,945.89874
327.4659,55,945.974842
342.3968,55,946.04241
342.2632,55,946.15823
357.3415,55,946.25485
372.4657,55,946.33193
357.3414,55,946.399552
342.3873,55,946.472245
387.4657,55,946.541388
342.4658,55,946.615954
357.3875,55,946.686849
372.3874,55,946.758319
342.3873,55,946.834934
342.3874,55,946.904073
372.3414,55,946.977111
327.2728,55,947.052343
357.3873,55,947.124001
372.4657,55,947.192446
342.3415,55,947.261591
357.3968,55,947.330374
357.3873,55,947.401995
342.3972,55,947.472258
357.3875,55,947.545261
342.4657,55,947.614488
327.3874,55,947.686954
357.2633,55,947.758389
327.3187,55,947.831309
327.4655,55,947.907405
342.3873,55,947.976244
342.3874,55,948.044127
357.4656,55,948.108938
357.3874,55,948.180174
357.4656,55,948.251191
357.3873,55,948.330055
342.2728,55,948.410528
337.3416,55,948.481269
342.4656,55,948.553105
382.3416,55,948.638674
342.4657,55,948.73358
372.3875,55,948.82062
342.3875,55,948.960079
342.4656,55,949.046375
357.3874,55,949.115765
342.2632,55,949.193108
372.3873,55,949.28221
357.3414,55,949.364796
342.3875,55,949.447244
327.3873,55,949.538199
327.4656,55,949.637226
342.3969,55,949.728266
327.3415,55,949.81436
342.4658,55,949.89835
357.3873,55,949.977548
342.3874,55,950.073617
342.3416,55,950.164036
259.3381,55,950.252406
357.4656,55,950.345255
357.4658,55,950.436844
312.3971,55,950.524313
327.3873,55,950.608333
357.3873,55,950.705276
327.3873,55,950.786961
357.3414,55,950.860692
372.3415,55,950.942594
357.3873,55,951.016938
372.3873,55,951.094173
342.3873,55,951.173662
357.4656,55,951.251512
357.397,55,951.336696
352.4659,55,951.420239
357.3968,55,951.497057
357.3873,55,951.574972
327.4656,55,951.651319
357.3873,55,951.727457
342.3873,55,951.794986
357.3968,55,951.874566
342.2172,55,951.945508
357.3971,55,952.020752
372.3873,55,952.104226
352.3876,55,952.183995
342.3874,55,952.257439
382.397,55,952.335977
357.3873,55,952.417481
342.3415,55,952.492296
357.2729,55,952.574014
357.397,55,952.653399
372.3414,55,952.729388
312.3875,55,952.803926
327.2729,55,952.881685
342.4659,55,952.952078
312.3414,55,953.023036
357.4659,55,953.094884
352.4656,55,953.164612
342.3968,55,953.234186
357.3873,55,953.305417
357.4658,55,953.373563
342.3874,55,953.448394
342.3414,55,953.531133
357.4658,55,953.604147
372.3873,55,953.673005
327.2631,55,953.743614
372.4657,55,953.814335
357.3873,55,953.893593
357.4655,55,953.994505
372.4658,55,954.092932
342.4657,55,954.184756
357.397,55,954.269974
357.3873,55,954.358961
342.3873,55,954.453209
327.4658,55,954.531425
327.4657,55,954.606463
327.4659,55,954.676615
327.3873,55,954.751159
327.4657,55,954.822001
327.2728,55,954.889381
327.397,55,954.958611
342.3416,55,955.034097
367.3873,55,955.10201
342.4657,55,955.170077
367.2728,55,955.24016
357.4658,55,955.309458
342.4656,55,955.382433
342.4659,55,955.450222
352.3968,55,955.518598
327.4658,55,955.592442
322.4657,55,955.659274
342.4658,55,955.726106
357.3414,55,955.79265
342.3874,55,955.862726
387.4659,55,955.930405
357.4655,55,956.002909
342.4657,55,956.074216
357.3873,55,956.142526
342.3873,55,956.208931
357.3414,55,956.277399
342.4659,55,956.347662
357.3414,55,956.419151
342.4659,55,956.486881
342.4656,55,956.569803
342.3874,55,956.6473
372.3874,55,956.739448
357.4656,55,956.850215
342.2727,55,956.943895
357.4655,55,957.029733
327.3416,55,957.152512
372.3873,55,957.255881
327.397,55,957.360239
357.3874,55,957.460358
357.3414,55,957.565061
372.3874,55,957.66167
357.3873,55,957.768308
357.3873,55,957.866256
327.4658,55,957.976838
357.3876,55,958.05241
342.3186,55,958.141038
357.2726,55,958.264879
342.3873,55,958.347822
342.3873,55,958.417478
367.3414,55,958.501487
357.3873,55,958.575068
357.3874,55,958.645846
327.3873,55,958.719064
342.3874,55,958.78726
342.4657,55,958.8595
342.3415,55,958.957198
367.4659,55,959.039288
357.3969,55,959.111158
357.3873,55,959.191852
357.3968,55,959.26732
342.1945,55,959.3962
352.397,55,959.475171
327.4659,55,968.049001
387.3873,55,968.117374
342.2728,55,968.192316
355.1925,55,968.264595
355.202,55,968.33466
370.1466,55,968.407161
385.3359,55,968.479926
354.0048,55,968.549783
372.3873,55,968.630111
357.3874,55,968.715279
356.561,55,968.787504
387.3091,55,968.855936
355.1924,55,968.934803
372.2632,55,969.019254
353.9589,55,969.095895
340.2574,55,969.176277
342.3873,55,969.249218
361.743,55,969.318994
355.2118,55,969.38999
305.8032,55,969.466572
357.3971,55,969.540531
387.4659,55,969.615602
372.3874,55,969.690555
372.4658,55,969.762672
355.1429,55,969.836627
349.3351,55,969.903376
369.2794,55,969.975639
372.3969,55,970.048127
363.9589,55,970.113972
383.6469,55,970.18866
380.2575,55,970.268051
342.3092,55,970.341827
357.2632,55,970.420746
370.0778,55,970.487142
357.3874,55,970.555019
357.3874,55,970.62089
342.3874,55,970.688589
380.0777,55,970.758288
365.2574,55,970.827067
340.1333,55,970.894502
355.1465,55,970.963493
357.3874,55,971.03665
368.9591,55,971.111438
355.3358,55,971.175561
324.335,55,971.241503
357.3874,55,971.30691
342.3874,55,971.374619
357.3415,55,971.442887
355.1923,55,971.507224
354.3808,55,971.574538
387.4655,55,971.638314
357.3873,55,971.703232
384.2699,55,971.770066
354.3351,55,971.841619
372.3968,55,971.90859
357.4655,55,971.977011
357.3873,55,972.042637
371.6394,55,972.112081
357.3873,55,972.179712
372.3415,55,972.245377
382.3972,55,972.31428
366.6392,55,972.378546
372.3415,55,972.445279
372.3873,55,972.512054
325.1463,55,972.578432
357.3874,55,972.645232
370.1465,55,972.710175
355.2705,55,972.778746
354.2662,55,972.845844
357.3874,55,972.915967
384.3351,55,972.983786
357.4658,55,973.049205
395.1923,55,973.117015
370.1924,55,973.18451
372.4657,55,973.250279
340.2671,55,973.314019
369.2701,55,973.380317
353.9589,55,973.446121
357.4658,55,973.511819
372.3091,55,973.57772
342.4657,55,973.642515
350.0682,55,973.709801
352.7045,55,973.778998
357.3092,55,973.845203
355.2707,55,973.918267
357.3414,55,974.022143
340.3359,55,974.112111
370.1923,55,974.186459
357.3415,55,974.266299
384.3446,55,974.34178
355.2574,55,974.411375
289.3402,55,974.489503
387.4655,55,974.560856
372.4657,55,974.635707
372.4656,55,974.710033
380.1923,55,974.779735
371.6392,55,974.85696
367.3416,55,974.925115
352.2633,55,975.003193
402.3414,55,975.075245
367.2563,55,975.147502
385.2575,55,975.224824
354.3349,55,975.310089
369.2662,55,975.395545
355.3358,55,975.480914
355.0681,55,975.549742
370.0778,55,975.625944
362.2563,55,975.69933
387.3873,55,975.776194
372.3876,55,975.845658
372.3414,55,975.918011
342.3968,55,975.995224
342.3873,55,976.06658
385.0777,55,976.138259
340.2115,55,976.206941
354.2701,55,976.27467
410.1925,55,976.348465
370.2575,55,976.417562
355.1332,55,976.485203
369.3445,55,976.557994
370.1464,55,976.651013
368.8901,55,976.724937
385.2117,55,976.800417
372.4656,55,976.879414
357.397,55,976.948895
369.2203,55,977.018668
367.3972,55,977.084293
370.1924,55,977.152002
357.4657,55,977.226329
372.3415,55,977.300327
372.3873,55,977.370498
384.224,55,977.439492
355.1924,55,977.537518
367.3969,55,977.608989
387.3873,55,977.680065
368.9588,55,977.748393
357.4658,55,977.819077
369.3445,55,977.896613
354.289,55,977.972884
357.3874,55,978.047802
355.0778,55,978.11807
372.3873,55,978.188555
353.8902,55,978.256953
342.2172,55,978.323112
379.1458,55,978.386872
370.2576,55,978.457461
357.3415,55,978.526181
357.397,55,978.593642
372.3874,55,978.659186
369.27,55,978.740493
354.27,55,978.810777
387.3873,55,978.881785
355.2576,55,978.964988
387.3971,55,979.054005
355.0682,55,979.128296
384.0048,55,979.194255
339.2203,55,979.260444
354.2239,55,979.329219
369.3903,55,979.395174
357.2632,55,979.464137
357.2632,55,979.53099
355.3358,55,979.600976
357.3415,55,979.677276
387.3875,55,979.751154
357.3414,55,979.819739
387.3873,55,979.885863
369.27,55,979.954962
387.2632,55,980.022619
371.6392,55,980.094977
354.2699,55,980.162096
357.2633,55,980.22686
372.3876,55,980.292347
369.2109,55,980.357204
342.397,55,980.425861
372.3414,55,980.49867
385.3357,55,980.566923
342.2632,55,980.630187
353.8157,55,980.698971
372.4658,55,980.769499
355.1464,55,980.835747
365.1924,55,980.912061
355.1334,55,980.979613
367.3874,55,981.046206
370.2574,55,981.112266
387.3874,55,981.178888
352.4659,55,981.253525
355.1924,55,981.318696
357.3875,55,981.384814
384.3351,55,981.453035
372.3875,55,981.517738
342.4657,55,981.584325
372.3874,55,981.655364
369.2892,55,981.726896
342.3873,55,981.795402
370.2575,55,981.869042
384.0143,55,981.949875
354.2891,55,982.024043
357.3969,55,982.097279
340.0682,55,982.178651
372.4657,55,982.266386
369.1553,55,982.339821
372.3414,55,982.410355
338.9588,55,982.479032
372.3415,55,982.553042
357.3873,55,982.62968
370.1924,55,982.704071
369.289,55,982.776226
367.3414,55,982.853097
364.335,55,982.926108
372.4656,55,982.997988
382.3873,55,983.071188
357.3413,55,983.14852
355.2116,55,983.22223
369.0049,55,983.29498
372.3972,55,983.364449
357.397,55,983.442471
357.3874,55,983.520784
357.4657,55,983.596886
340.2574,55,983.67273
357.4659,55,983.747065
355.3358,55,983.821698
355.1924,55,983.897401
370.2669,55,983.98622
372.3874,55,984.071836
372.3968,55,984.170115
370.2116,55,984.249476
384.0051,55,984.329726
372.3874,55,984.404096
340.2116,55,984.479256
385.1465,55,984.556255
342.4657,55,984.626155
357.4659,55,984.702116
357.4657,55,984.78053
354.2663,55,993.812243
369.2664,55,993.88304
399.2665,55,993.968995
370.1465,55,994.057279
372.2727,55,994.135492
357.2632,55,994.201783
372.4657,55,994.274057
369.3352,55,994.345541
372.4656,55,994.41625
384.289,55,994.495661
395.1429,55,994.565321
370.1465,55,994.64009
355.1923,55,994.709876
387.3874,55,994.782542
370.3356,55,994.860699
369.0144,55,994.928093
367.3874,55,994.999901
342.2728,55,995.065046
387.3875,55,995.144073
372.3874,55,995.216839
387.3969,55,995.28807
372.3415,55,995.35907
387.3873,55,995.4318
370.2671,55,995.500966
372.3968,55,995.572295
372.2632,55,995.64475
372.4656,55,995.72015
372.397,55,995.791975
372.3874,55,995.861913
355.2707,55,995.934323
369.335,55,996.014153
379.3158,55,996.095075
354.3903,55,996.169218
370.1924,55,996.245147
355.2575,55,996.312917
370.1465,55,996.389638
372.3187,55,996.455083
369.3349,55,996.523757
372.3969,55,996.590866
342.2633,55,996.659232
387.4657,55,996.723986
370.2018,55,996.788348
372.4658,55,996.854505
372.3874,55,996.92204
339.224,55,996.99059
354.0144,55,997.054583
357.3874,55,997.12037
357.3873,55,997.187311
354.2664,55,997.252286
372.3415,55,997.320204
355.267,55,997.390029
372.397,55,997.459074
355.3358,55,997.5233
357.3874,55,997.596929
384.3445,55,997.66806
370.1924,55,997.734852
357.3414,55,997.800142
342.4656,55,997.866985
342.4657,55,997.932294
320.8035,55,997.998269
372.3968,55,998.065181
372.397,55,998.1365
372.3874,55,998.206989
387.3414,55,998.273285
342.3416,55,998.338378
380.1465,55,998.405219
368.8901,55,998.471913
357.3971,55,998.536458
355.1464,55,998.606162
354.3446,55,998.67032
370.2116,55,998.739037
354.3351,55,998.801972
372.3874,55,998.866253
342.4659,55,998.943025
387.4659,55,999.03108
357.3875,55,999.109279
357.4659,55,999.179086
369.3351,55,999.244377
372.3874,55,999.316905
357.3414,55,999.382469
357.2728,55,999.449993
370.2575,55,999.514335
370.202,55,999.58025
387.3874,55,999.6446
355.2705,55,999.710962
412.4657,55,999.776201
387.2631,55,999.840042
357.4655,55,999.906514
357.3415,55,999.984958
372.3873,55,1000.063434
397.397,55,1000.134742
387.3873,55,1000.204979
372.3873,55,1000.280282
385.2576,55,1000.372607
368.8345,55,1000.444384
353.9588,55,1000.52028
369.2203,55,1000.595996
372.3873,55,1000.664124
370.2116,55,1000.730655
354.3448,55,1000.807048
372.4658,55,1000.882843
368.8902,55,1000.955039
386.6395,55,1001.035329
357.4657,55,1001.107803
353.8902,55,1001.178997
372.3873,55,1001.251009
372.4656,55,1001.319826
370.1925,55,1001.393406
357.3874,55,1001.46174
372.4658,55,1001.52867
357.3873,55,1001.598962
